47;21-3-5;0.00
47;21-4-1;8.00
47;21-5-3;7.90
47;22-1-1;6.30
47;22-2-2;6.40
47;22-2-4;6.00
47;22-2-5;7.00
47;22-3-1;4.70
47;22-3-2;8.00
47;22-3-4;8.40
47;22-3-6;1.30
47;23-3-1;7.20
128;22-3-1;0.00
129;21-3-5;10.00
130;22-2-1;7.40
130;22-2-3;9.80
130;22-2-4;7.90
130;22-2-5;0.00
132;22-2-1;5.50
132;22-2-5;7.90
132;22-3-1;6.80
132;22-5-1;9.30
132;23-1-1;3.60
132;23-1-5;6.80
132;23-2-7;11.30
132;23-3-6;4.70
132;23-4-3;8.00
132;23-4-4;9.40
132;23-4-7;4.50
132;24-1-2;6.30
132;24-1-5;12.00
132;24-2-2;9.00
132;24-2-4;7.00
132;24-5-1;5.30
132;24-5-4;6.40
132;25-1-1;1.00
132;25-1-2;5.00
132;25-1-6;3.50
132;25-1-8;7.50
132;25-2-1;6.60
132;25-2-4;13.00
132;25-2-5;0.90
132;25-4-5;0.80
132;25-4-7;5.40
132;25-5-2;9.00
132;25-5-6;0.00
132;26-1-1;6.50
132;26-1-3;8.00
132;26-1-4;7.10
132;26-1-8;3.60
132;26-2-1;4.70
132;26-2-3;10.00
132;26-3-1;11.00
133;22-3-2;8.00
133;22-3-4;9.10
133;22-5-3;8.40
133;23-1-1;8.70
133;23-1-4;10.00
133;23-1-5;9.90
133;23-1-6;10.00
133;23-1-7;11.80
133;23-2-1;10.00
133;23-2-2;9.60
133;23-2-5;8.00
133;23-2-6;6.30
133;23-3-2;14.00
133;23-3-4;10.00
133;23-4-3;10.00
133;23-4-4;9.80
133;23-4-5;11.00
133;23-4-7;15.00
133;23-5-2;13.00
133;23-5-7;15.00
134;22-2-1;4.20
134;22-2-4;8.60
136;21-1-2;10.00
136;21-2-3;9.00
136;21-5-1;0.00
136;22-2-6;0.00
136;22-3-6;10.00
138;21-1-1;9.00
138;21-1-2;7.60
138;21-1-4;11.00
138;21-1-6;8.40
138;21-2-2;1.40
138;21-2-3;10.00
138;21-2-5;10.00
138;21-2-6;2.60
138;21-3-1;6.10
138;21-3-2;1.30
138;21-3-3;7.10
138;21-3-5;10.00
138;21-3-6;12.00
138;21-4-2;3.60
138;21-4-3;4.40
138;21-4-5;2.50
138;21-4-6;7.40
138;21-5-1;10.00
138;21-5-3;5.60
138;21-5-4;2.20
138;21-5-6;14.00
140;22-3-2;7.00
140;22-3-3;9.90
140;22-3-5;6.70
140;22-3-6;2.50
140;22-4-1;9.00
140;22-4-3;5.70
140;22-4-5;4.20
140;22-4-7;5.20
140;22-5-1;10.00
140;22-5-5;10.00
140;23-2-2;8.70
140;23-2-4;10.00
140;23-2-5;8.00
140;23-3-1;9.00
140;23-3-2;9.30
140;23-3-4;10.00
140;23-3-5;4.40
140;23-4-3;10.00
140;23-5-2;0.00
141;21-1-2;7.10
141;21-2-3;7.70
141;21-5-1;2.20
152;21-2-4;7.00
152;21-3-5;3.20
152;21-5-3;4.10
152;21-5-5;1.60
152;22-3-1;3.90
152;22-3-4;3.90
152;23-1-4;0.00
152;23-2-2;9.10
152;23-3-4;5.00
152;23-5-3;4.70
152;24-2-2;0.00
152;24-2-3;3.10
152;24-3-1;4.80
152;24-3-5;2.20
152;24-3-7;7.30
152;24-4-1;7.10
